,trip_id,route_id,route_type,start_time,start_lat,start_lon,end_time,end_lat,end_lon,duration,operator,bearing
2736,129,Harbour Line,rail,2017-06-05 16:15:00,19.0189654,73.0392056,2017-06-05 16:19:00,19.0264714,73.0595161,240.0,rail,68.648955243
4938,263,Harbour Line,rail,2017-06-05 16:15:00,19.0523926,72.8691713,2017-06-05 16:18:00,19.0655986,72.8791535,180.0,rail,35.5438455138
13048,640,Central Line,rail,2017-06-05 16:15:00,18.9519928,72.8382706,2017-06-05 16:17:00,18.960941,72.839386,120.0,rail,6.72358943274
8282,419,Western Line,rail,2017-06-05 16:15:00,18.9818838,72.823803,2017-06-05 16:18:00,18.9959822,72.8304157,180.0,rail,23.9179858059
16374,745,Central Line,rail,2017-06-05 16:15:00,19.2256889,73.0970259,2017-06-05 16:21:00,19.2354082,73.131024,360.0,rail,73.1551489459
8263,418,Western Line,rail,2017-06-05 16:15:00,19.0074692,72.8359424,2017-06-05 16:17:00,19.0172909,72.8434865,120.0,rail,35.9872952541
13012,638,Central Line,rail,2017-06-05 16:16:00,19.218328,73.0868268,2017-06-05 16:19:00,19.2256889,73.0970259,180.0,rail,52.6081603627
1070,60,Harbour Line,rail,2017-06-05 16:16:00,19.0630606,72.9989048,2017-06-05 16:18:00,19.0661156,73.0093491,120.0,rail,72.8038200951
15568,719,Central Line,rail,2017-06-05 16:16:00,19.2441884,73.1584305,2017-06-05 16:20:00,19.2678179,73.1717161,240.0,rail,27.9589679145
8301,420,Western Line,rail,2017-06-05 16:16:00,18.9633787,72.8158439,2017-06-05 16:18:00,18.9707714,72.8194532,120.0,rail,24.783570649
284,18,Harbour Line,rail,2017-06-05 16:16:00,18.9519928,72.8382706,2017-06-05 16:19:00,18.960941,72.839386,180.0,rail,6.72358943274
2780,131,Harbour Line,rail,2017-06-05 16:16:00,19.0485231,72.9327532,2017-06-05 16:24:00,19.0630606,72.9989048,480.0,rail,76.9112032348
10654,549,Central Line,rail,2017-06-05 16:16:00,19.1565109,72.9637728,2017-06-05 16:20:00,19.1860408,72.9758837,240.0,rail,21.1752874688
2869,135,Harbour Line,rail,2017-06-05 16:16:00,18.968376,72.8434765,2017-06-05 16:18:00,18.977184,72.844214,120.0,rail,4.52734112355
8187,414,Western Line,rail,2017-06-05 16:16:00,19.1198548,72.8464601,2017-06-05 16:19:00,19.1364893,72.8488709,180.0,rail,7.79679353481
278,17,Harbour Line,rail,2017-06-05 16:16:00,19.0658187,72.8899927,2017-06-05 16:18:00,19.0634447,72.9011277,120.0,rail,102.711693528
4708,242,Harbour Line,rail,2017-06-05 16:16:00,18.9864926,72.8432859,2017-06-05 16:19:00,18.9988746,72.8545373,180.0,rail,40.6698663406
11866,597,Central Line,rail,2017-06-05 16:16:00,18.9766017,72.8326658,2017-06-05 16:18:00,18.9868574,72.8327964,120.0,rail,0.689917617901
10690,551,Central Line,rail,2017-06-05 16:16:00,18.9940922,72.8328531,2017-06-05 16:19:00,19.0091607,72.8376084,180.0,rail,16.6141959676
8207,415,Western Line,rail,2017-06-05 16:17:00,19.0995322,72.8439636,2017-06-05 16:22:00,19.1198548,72.8464601,300.0,rail,6.62092488241
2824,133,Harbour Line,rail,2017-06-05 16:17:00,19.0379842,72.8643402,2017-06-05 16:20:00,19.0523926,72.8691713,180.0,rail,17.5856883964
9437,475,Central Line,rail,2017-06-05 16:17:00,19.0465879,72.8632167,2017-06-05 16:21:00,19.0655986,72.8791535,240.0,rail,38.3921476834
10671,550,Central Line,rail,2017-06-05 16:17:00,19.0655986,72.8791535,2017-06-05 16:20:00,19.0802204,72.8983448,180.0,rail,51.1258984318
13049,640,Central Line,rail,2017-06-05 16:17:00,18.960941,72.839386,2017-06-05 16:20:00,18.9766017,72.8326658,180.0,rail,337.912203953
13888,668,Central Line,rail,2017-06-05 16:17:00,19.1546597,72.9466564,2017-06-05 16:20:00,19.1565109,72.9637728,180.0,rail,83.4684783697
16551,752,Central Line,rail,2017-06-05 16:17:00,19.0465879,72.8632167,2017-06-05 16:21:00,19.0655986,72.8791535,240.0,rail,38.3921476834
2758,130,Harbour Line,rail,2017-06-05 16:17:00,19.0553455,73.0159365,2017-06-05 16:21:00,19.033328,73.0180205,240.0,rail,174.887283849
4131,196,Harbour Line,rail,2017-06-05 16:17:00,19.0547926,72.8406549,2017-06-05 16:21:00,19.0698428,72.8402856,240.0,rail,358.671416207
14590,690,Central Line,rail,2017-06-05 16:17:00,18.9766017,72.8326658,2017-06-06 00:00:00,18.9868574,72.8327964,27780.0,rail,0.689917617901
8245,417,Western Line,rail,2017-06-05 16:17:00,19.0308365,72.8403917,2017-06-05 16:21:00,19.0547926,72.8406549,240.0,rail,0.595024664641
2804,132,Harbour Line,rail,2017-06-05 16:17:00,19.055124,72.9154653,2017-06-05 16:20:00,19.0485231,72.9327532,180.0,rail,111.996185353
11859,596,Central Line,rail,2017-06-05 16:17:00,19.103227,73.0114051,2017-06-05 16:20:00,19.218328,73.0868268,180.0,rail,31.7560321231
8264,418,Western Line,rail,2017-06-05 16:17:00,19.0172909,72.8434865,2017-06-05 16:19:00,19.0274138,72.8501632,120.0,rail,31.945443505
13028,639,Central Line,rail,2017-06-05 16:17:00,19.0655986,72.8791535,2017-06-06 00:00:00,19.0802204,72.8983448,27780.0,rail,51.1258984318
279,17,Harbour Line,rail,2017-06-05 16:18:00,19.0634447,72.9011277,2017-06-05 16:21:00,19.055124,72.9154653,180.0,rail,121.549922508
1071,60,Harbour Line,rail,2017-06-05 16:18:00,19.0661156,73.0093491,2017-06-05 16:21:00,19.0553455,73.0159365,180.0,rail,149.967643506
15613,721,Central Line,rail,2017-06-05 16:18:00,19.1123968,72.9282728,2017-06-05 16:21:00,19.1282039,72.928065,180.0,rail,359.288379163
8319,421,Western Line,rail,2017-06-05 16:18:00,18.9352871,72.8272397,2017-06-05 16:21:00,18.9447204,72.824317,180.0,rail,343.666590179
8169,413,Western Line,rail,2017-06-05 16:18:00,19.1848167,72.8483955,2017-06-05 16:21:00,19.2045159,72.8520095,180.0,rail,9.82949442133
2848,134,Harbour Line,rail,2017-06-05 16:18:00,19.0161446,72.8589689,2017-06-05 16:22:00,19.0379842,72.8643402,240.0,rail,13.0890570683
8302,420,Western Line,rail,2017-06-05 16:18:00,18.9707714,72.8194532,2017-06-05 16:21:00,18.9818838,72.823803,180.0,rail,20.3126975213
8149,412,Western Line,rail,2017-06-05 16:18:00,19.2045159,72.8520095,2017-06-05 16:23:00,19.2294266,72.8569936,300.0,rail,10.6987894044
8226,416,Western Line,rail,2017-06-05 16:18:00,19.0698428,72.8402856,2017-06-05 16:20:00,19.0825552,72.8417627,120.0,rail,6.2667027607
2870,135,Harbour Line,rail,2017-06-05 16:18:00,18.977184,72.844214,2017-06-05 16:20:00,18.9864926,72.8432859,120.0,rail,354.613972268
4939,263,Harbour Line,rail,2017-06-05 16:18:00,19.0655986,72.8791535,2017-06-05 16:20:00,19.0658187,72.8899927,120.0,rail,88.7692201184
4136,197,Harbour Line,rail,2017-06-05 16:18:00,18.9398208,72.8354676,2017-06-05 16:21:00,18.9519928,72.8382706,180.0,rail,12.2875241639
11867,597,Central Line,rail,2017-06-05 16:18:00,18.9868574,72.8327964,2017-06-05 16:20:00,18.9940922,72.8328531,120.0,rail,0.424586450075
15592,720,Central Line,rail,2017-06-05 16:18:00,19.1902699,73.023094,2017-06-05 16:27:00,19.103227,73.0114051,540.0,rail,187.229939233
8283,419,Western Line,rail,2017-06-05 16:18:00,18.9959822,72.8304157,2017-06-05 16:21:00,19.0074692,72.8359424,180.0,rail,24.4612302875
5622,295,Western Line,rail,2017-06-05 16:19:00,19.1198548,72.8464601,2017-06-05 16:22:00,19.1364893,72.8488709,180.0,rail,7.79679353481
2737,129,Harbour Line,rail,2017-06-05 16:19:00,19.0264714,73.0595161,2017-06-05 16:22:00,19.0165576,73.0806949,180.0,rail,116.341690479
10691,551,Central Line,rail,2017-06-05 16:19:00,19.0091607,72.8376084,2017-06-05 16:22:00,19.0172909,72.8434865,180.0,rail,34.3546197251
285,18,Harbour Line,rail,2017-06-05 16:19:00,18.960941,72.839386,2017-06-05 16:21:00,18.968376,72.8434765,120.0,rail,27.4881659886
13013,638,Central Line,rail,2017-06-05 16:19:00,19.2256889,73.0970259,2017-06-05 16:25:00,19.2354082,73.131024,360.0,rail,73.1551489459
14972,700,Central Line,rail,2017-06-05 16:19:00,19.2354082,73.131024,2017-06-05 16:23:00,19.227942,73.14926,240.0,rail,113.442485966
8188,414,Western Line,rail,2017-06-05 16:19:00,19.1364893,72.8488709,2017-06-05 16:24:00,19.1645727,72.8492586,300.0,rail,0.747170353076
8265,418,Western Line,rail,2017-06-05 16:19:00,19.0274138,72.8501632,2017-06-05 16:22:00,19.0308365,72.8403917,180.0,rail,290.330759525
4709,242,Harbour Line,rail,2017-06-05 16:19:00,18.9988746,72.8545373,2017-06-05 16:22:00,19.0161446,72.8589689,180.0,rail,13.6373483951
2805,132,Harbour Line,rail,2017-06-05 16:20:00,19.0485231,72.9327532,2017-06-05 16:28:00,19.0630606,72.9989048,480.0,rail,76.9112032348
10672,550,Central Line,rail,2017-06-05 16:20:00,19.0802204,72.8983448,2017-06-05 16:23:00,19.0856491,72.9082207,180.0,rail,59.8153286205
15569,719,Central Line,rail,2017-06-05 16:20:00,19.2678179,73.1717161,2017-06-05 16:27:00,19.29593,73.203764,420.0,rail,47.0980780639
11868,597,Central Line,rail,2017-06-05 16:20:00,18.9940922,72.8328531,2017-06-05 16:23:00,19.0091607,72.8376084,180.0,rail,16.6141959676
13050,640,Central Line,rail,2017-06-05 16:20:00,18.9766017,72.8326658,2017-06-05 16:22:00,18.9868574,72.8327964,120.0,rail,0.689917617901
10655,549,Central Line,rail,2017-06-05 16:20:00,19.1860408,72.9758837,2017-06-05 16:24:00,19.1953173,72.9967104,240.0,rail,64.7504078463
13889,668,Central Line,rail,2017-06-05 16:20:00,19.1565109,72.9637728,2017-06-05 16:24:00,19.1860408,72.9758837,240.0,rail,21.1752874688
8227,416,Western Line,rail,2017-06-05 16:20:00,19.0825552,72.8417627,2017-06-05 16:23:00,19.0995322,72.8439636,180.0,rail,6.98449639792
2825,133,Harbour Line,rail,2017-06-05 16:20:00,19.0523926,72.8691713,2017-06-05 16:23:00,19.0655986,72.8791535,180.0,rail,35.5438455138
2871,135,Harbour Line,rail,2017-06-05 16:20:00,18.9864926,72.8432859,2017-06-05 16:23:00,18.9988746,72.8545373,180.0,rail,40.6698663406
11860,596,Central Line,rail,2017-06-05 16:20:00,19.218328,73.0868268,2017-06-05 16:23:00,19.2256889,73.0970259,180.0,rail,52.6081603627
4940,263,Harbour Line,rail,2017-06-05 16:20:00,19.0658187,72.8899927,2017-06-05 16:23:00,19.0634447,72.9011277,180.0,rail,102.711693528
4137,197,Harbour Line,rail,2017-06-05 16:21:00,18.9519928,72.8382706,2017-06-05 16:24:00,18.960941,72.839386,180.0,rail,6.72358943274
1072,60,Harbour Line,rail,2017-06-05 16:21:00,19.0553455,73.0159365,2017-06-05 16:25:00,19.033328,73.0180205,240.0,rail,174.887283849
8284,419,Western Line,rail,2017-06-05 16:21:00,19.0074692,72.8359424,2017-06-05 16:23:00,19.0172909,72.8434865,120.0,rail,35.9872952541
8170,413,Western Line,rail,2017-06-05 16:21:00,19.2045159,72.8520095,2017-06-05 16:26:00,19.2294266,72.8569936,300.0,rail,10.6987894044
8320,421,Western Line,rail,2017-06-05 16:21:00,18.9447204,72.824317,2017-06-05 16:23:00,18.9520406,72.8181069,120.0,rail,321.257130175
280,17,Harbour Line,rail,2017-06-05 16:21:00,19.055124,72.9154653,2017-06-05 16:24:00,19.0485231,72.9327532,180.0,rail,111.996185353
16375,745,Central Line,rail,2017-06-05 16:21:00,19.2354082,73.131024,2017-06-05 16:25:00,19.2441884,73.1584305,240.0,rail,71.2568404914
286,18,Harbour Line,rail,2017-06-05 16:21:00,18.968376,72.8434765,2017-06-05 16:23:00,18.977184,72.844214,120.0,rail,4.52734112355
2759,130,Harbour Line,rail,2017-06-05 16:21:00,19.033328,73.0180205,2017-06-05 16:24:00,19.0216421,73.0183983,180.0,rail,178.249405647
8303,420,Western Line,rail,2017-06-05 16:21:00,18.9818838,72.823803,2017-06-05 16:24:00,18.9959822,72.8304157,180.0,rail,23.9179858059
9438,475,Central Line,rail,2017-06-05 16:21:00,19.0655986,72.8791535,2017-06-05 16:24:00,19.0802204,72.8983448,180.0,rail,51.1258984318
4132,196,Harbour Line,rail,2017-06-05 16:21:00,19.0698428,72.8402856,2017-06-05 16:24:00,19.0825552,72.8417627,180.0,rail,6.2667027607
8246,417,Western Line,rail,2017-06-05 16:21:00,19.0547926,72.8406549,2017-06-05 16:24:00,19.0698428,72.8402856,180.0,rail,358.671416207
15614,721,Central Line,rail,2017-06-05 16:21:00,19.1282039,72.928065,2017-06-05 16:23:00,19.1423572,72.9377517,120.0,rail,32.8865926418
15629,722,Central Line,rail,2017-06-05 16:21:00,18.9398208,72.8354676,2017-06-05 16:24:00,18.9519928,72.8382706,180.0,rail,12.2875241639
8340,422,Western Line,rail,2017-06-05 16:21:00,18.9352871,72.8272397,2017-06-05 16:24:00,18.9447204,72.824317,180.0,rail,343.666590179
16552,752,Central Line,rail,2017-06-05 16:21:00,19.0655986,72.8791535,2017-06-05 16:24:00,19.0802204,72.8983448,180.0,rail,51.1258984318
10692,551,Central Line,rail,2017-06-05 16:22:00,19.0172909,72.8434865,2017-06-05 16:25:00,19.0274138,72.8501632,180.0,rail,31.945443505
13030,639,Central Line,rail,2017-06-05 16:22:00,19.0856491,72.9082207,2017-06-06 00:00:00,19.1123968,72.9282728,27480.0,rail,35.3141150056
13051,640,Central Line,rail,2017-06-05 16:22:00,18.9868574,72.8327964,2017-06-05 16:24:00,18.9940922,72.8328531,120.0,rail,0.424586450075
10635,548,Central Line,rail,2017-06-05 16:22:00,19.103227,73.0114051,2017-06-05 16:25:00,19.218328,73.0868268,180.0,rail,31.7560321231
8266,418,Western Line,rail,2017-06-05 16:22:00,19.0308365,72.8403917,2017-06-05 16:26:00,19.0547926,72.8406549,240.0,rail,0.595024664641
8208,415,Western Line,rail,2017-06-05 16:22:00,19.1198548,72.8464601,2017-06-05 16:25:00,19.1364893,72.8488709,180.0,rail,7.79679353481
2849,134,Harbour Line,rail,2017-06-05 16:22:00,19.0379842,72.8643402,2017-06-05 16:25:00,19.0523926,72.8691713,180.0,rail,17.5856883964
5623,295,Western Line,rail,2017-06-05 16:22:00,19.1364893,72.8488709,2017-06-05 16:27:00,19.1645727,72.8492586,300.0,rail,0.747170353076
4710,242,Harbour Line,rail,2017-06-05 16:22:00,19.0161446,72.8589689,2017-06-05 16:26:00,19.032281,72.857215,240.0,rail,354.133135508
2738,129,Harbour Line,rail,2017-06-05 16:22:00,19.0165576,73.0806949,2017-06-05 16:25:00,19.007521,73.095175,180.0,rail,123.427900299
8228,416,Western Line,rail,2017-06-05 16:23:00,19.0995322,72.8439636,2017-06-05 16:28:00,19.1198548,72.8464601,300.0,rail,6.62092488241
14973,700,Central Line,rail,2017-06-05 16:23:00,19.227942,73.14926,2017-06-05 16:26:00,19.2179294,73.163033,180.0,rail,127.592640112
4941,263,Harbour Line,rail,2017-06-05 16:23:00,19.0634447,72.9011277,2017-06-05 16:26:00,19.055124,72.9154653,180.0,rail,121.549922508
8285,419,Western Line,rail,2017-06-05 16:23:00,19.0172909,72.8434865,2017-06-05 16:25:00,19.0274138,72.8501632,120.0,rail,31.945443505
2872,135,Harbour Line,rail,2017-06-05 16:23:00,18.9988746,72.8545373,2017-06-05 16:26:00,19.0161446,72.8589689,180.0,rail,13.6373483951
2891,136,Harbour Line,rail,2017-06-05 16:23:00,18.9398208,72.8354676,2017-06-05 16:26:00,18.9519928,72.8382706,180.0,rail,12.2875241639
15615,721,Central Line,rail,2017-06-05 16:23:00,19.1423572,72.9377517,2017-06-05 16:26:00,19.1546597,72.9466564,180.0,rail,34.3629468109
8321,421,Western Line,rail,2017-06-05 16:23:00,18.9520406,72.8181069,2017-06-05 16:26:00,18.9633787,72.8158439,180.0,rail,349.310268487
2826,133,Harbour Line,rail,2017-06-05 16:23:00,19.0655986,72.8791535,2017-06-05 16:26:00,19.0658187,72.8899927,180.0,rail,88.7692201184
10673,550,Central Line,rail,2017-06-05 16:23:00,19.0856491,72.9082207,2017-06-05 16:28:00,19.1123968,72.9282728,300.0,rail,35.3141150056
11869,597,Central Line,rail,2017-06-05 16:23:00,19.0091607,72.8376084,2017-06-05 16:26:00,19.0172909,72.8434865,180.0,rail,34.3546197251
11861,596,Central Line,rail,2017-06-05 16:23:00,19.2256889,73.0970259,2017-06-05 16:29:00,19.2354082,73.131024,360.0,rail,73.1551489459
14594,690,Central Line,rail,2017-06-05 16:23:00,19.0172909,72.8434865,2017-06-06 00:00:00,19.0274138,72.8501632,27420.0,rail,31.945443505
287,18,Harbour Line,rail,2017-06-05 16:23:00,18.977184,72.844214,2017-06-05 16:25:00,18.9864926,72.8432859,120.0,rail,354.613972268
281,17,Harbour Line,rail,2017-06-05 16:24:00,19.0485231,72.9327532,2017-06-05 16:32:00,19.0630606,72.9989048,480.0,rail,76.9112032348
15630,722,Central Line,rail,2017-06-05 16:24:00,18.9519928,72.8382706,2017-06-05 16:26:00,18.960941,72.839386,120.0,rail,6.72358943274
13890,668,Central Line,rail,2017-06-05 16:24:00,19.1860408,72.9758837,2017-06-05 16:28:00,19.1953173,72.9967104,240.0,rail,64.7504078463
2781,131,Harbour Line,rail,2017-06-05 16:24:00,19.0630606,72.9989048,2017-06-05 16:26:00,19.0661156,73.0093491,120.0,rail,72.8038200951
4138,197,Harbour Line,rail,2017-06-05 16:24:00,18.960941,72.839386,2017-06-05 16:26:00,18.968376,72.8434765,120.0,rail,27.4881659886
8341,422,Western Line,rail,2017-06-05 16:24:00,18.9447204,72.824317,2017-06-05 16:26:00,18.9520406,72.8181069,120.0,rail,321.257130175
8304,420,Western Line,rail,2017-06-05 16:24:00,18.9959822,72.8304157,2017-06-05 16:27:00,19.0074692,72.8359424,180.0,rail,24.4612302875
2760,130,Harbour Line,rail,2017-06-05 16:24:00,19.0216421,73.0183983,2017-06-05 16:27:00,19.0189654,73.0392056,180.0,rail,97.7487284396
8189,414,Western Line,rail,2017-06-05 16:24:00,19.1645727,72.8492586,2017-06-05 16:28:00,19.1848167,72.8483955,240.0,rail,357.693971414
13052,640,Central Line,rail,2017-06-05 16:24:00,18.9940922,72.8328531,2017-06-05 16:27:00,19.0091607,72.8376084,180.0,rail,16.6141959676
16553,752,Central Line,rail,2017-06-05 16:24:00,19.0802204,72.8983448,2017-06-05 16:27:00,19.0856491,72.9082207,180.0,rail,59.8153286205
8247,417,Western Line,rail,2017-06-05 16:24:00,19.0698428,72.8402856,2017-06-05 16:26:00,19.0825552,72.8417627,120.0,rail,6.2667027607
4133,196,Harbour Line,rail,2017-06-05 16:24:00,19.0825552,72.8417627,2017-06-05 16:27:00,19.0995322,72.8439636,180.0,rail,6.98449639792
9439,475,Central Line,rail,2017-06-05 16:24:00,19.0802204,72.8983448,2017-06-05 16:27:00,19.0856491,72.9082207,180.0,rail,59.8153286205
10656,549,Central Line,rail,2017-06-05 16:24:00,19.1953173,72.9967104,2017-06-05 16:34:00,19.1885066,73.0417098,600.0,rail,99.1046660338
10709,552,Central Line,rail,2017-06-05 16:25:00,18.9398208,72.8354676,2017-06-05 16:28:00,18.9519928,72.8382706,180.0,rail,12.2875241639
8286,419,Western Line,rail,2017-06-05 16:25:00,19.0274138,72.8501632,2017-06-05 16:28:00,19.0308365,72.8403917,180.0,rail,290.330759525
1073,60,Harbour Line,rail,2017-06-05 16:25:00,19.033328,73.0180205,2017-06-05 16:28:00,19.0216421,73.0183983,180.0,rail,178.249405647
2739,129,Harbour Line,rail,2017-06-05 16:25:00,19.007521,73.095175,2017-06-05 16:30:00,18.990894,73.1207371,300.0,rail,124.525310155
14582,689,Central Line,rail,2017-06-05 16:25:00,19.0944038,73.3007222,2017-06-05 16:30:00,19.0634158,73.317766,300.0,rail,152.534575538
2850,134,Harbour Line,rail,2017-06-05 16:25:00,19.0523926,72.8691713,2017-06-05 16:28:00,19.0655986,72.8791535,180.0,rail,35.5438455138
10693,551,Central Line,rail,2017-06-05 16:25:00,19.0274138,72.8501632,2017-06-05 16:29:00,19.0465879,72.8632167,240.0,rail,32.7634918498
8209,415,Western Line,rail,2017-06-05 16:25:00,19.1364893,72.8488709,2017-06-05 16:30:00,19.1645727,72.8492586,300.0,rail,0.747170353076
13014,638,Central Line,rail,2017-06-05 16:25:00,19.2354082,73.131024,2017-06-05 16:29:00,19.227942,73.14926,240.0,rail,113.442485966
288,18,Harbour Line,rail,2017-06-05 16:25:00,18.9864926,72.8432859,2017-06-05 16:28:00,18.9988746,72.8545373,180.0,rail,40.6698663406
16376,745,Central Line,rail,2017-06-05 16:25:00,19.2441884,73.1584305,2017-06-05 16:29:00,19.2678179,73.1717161,240.0,rail,27.9589679145
2892,136,Harbour Line,rail,2017-06-05 16:26:00,18.9519928,72.8382706,2017-06-05 16:29:00,18.960941,72.839386,180.0,rail,6.72358943274
4711,242,Harbour Line,rail,2017-06-05 16:26:00,19.032281,72.857215,2017-06-05 16:28:00,19.0308365,72.8403917,120.0,rail,264.810191323
15616,721,Central Line,rail,2017-06-05 16:26:00,19.1546597,72.9466564,2017-06-05 16:29:00,19.1565109,72.9637728,180.0,rail,83.4684783697
2782,131,Harbour Line,rail,2017-06-05 16:26:00,19.0661156,73.0093491,2017-06-05 16:29:00,19.0553455,73.0159365,180.0,rail,149.967643506
8267,418,Western Line,rail,2017-06-05 16:26:00,19.0547926,72.8406549,2017-06-05 16:29:00,19.0698428,72.8402856,180.0,rail,358.671416207
8322,421,Western Line,rail,2017-06-05 16:26:00,18.9633787,72.8158439,2017-06-05 16:28:00,18.9707714,72.8194532,120.0,rail,24.783570649
2827,133,Harbour Line,rail,2017-06-05 16:26:00,19.0658187,72.8899927,2017-06-05 16:28:00,19.0634447,72.9011277,120.0,rail,102.711693528
2873,135,Harbour Line,rail,2017-06-05 16:26:00,19.0161446,72.8589689,2017-06-05 16:30:00,19.0379842,72.8643402,240.0,rail,13.0890570683
8342,422,Western Line,rail,2017-06-05 16:26:00,18.9520406,72.8181069,2017-06-05 16:29:00,18.9633787,72.8158439,180.0,rail,349.310268487
14974,700,Central Line,rail,2017-06-05 16:26:00,19.2179294,73.163033,2017-06-05 16:31:00,19.21012,73.1844207,300.0,rail,111.140214112
11870,597,Central Line,rail,2017-06-05 16:26:00,19.0172909,72.8434865,2017-06-05 16:29:00,19.0274138,72.8501632,180.0,rail,31.945443505
4942,263,Harbour Line,rail,2017-06-05 16:26:00,19.055124,72.9154653,2017-06-05 16:29:00,19.0485231,72.9327532,180.0,rail,111.996185353
8248,417,Western Line,rail,2017-06-05 16:26:00,19.0825552,72.8417627,2017-06-05 16:29:00,19.0995322,72.8439636,180.0,rail,6.98449639792
4139,197,Harbour Line,rail,2017-06-05 16:26:00,18.968376,72.8434765,2017-06-05 16:28:00,18.977184,72.844214,120.0,rail,4.52734112355
15631,722,Central Line,rail,2017-06-05 16:26:00,18.960941,72.839386,2017-06-05 16:29:00,18.9766017,72.8326658,180.0,rail,337.912203953
2761,130,Harbour Line,rail,2017-06-05 16:27:00,19.0189654,73.0392056,2017-06-05 16:31:00,19.0264714,73.0595161,240.0,rail,68.648955243
15593,720,Central Line,rail,2017-06-05 16:27:00,19.103227,73.0114051,2017-06-05 16:30:00,19.218328,73.0868268,180.0,rail,31.7560321231
8361,423,Western Line,rail,2017-06-05 16:27:00,18.9352871,72.8272397,2017-06-05 16:30:00,18.9447204,72.824317,180.0,rail,343.666590179
9440,475,Central Line,rail,2017-06-05 16:27:00,19.0856491,72.9082207,2017-06-05 16:32:00,19.1123968,72.9282728,300.0,rail,35.3141150056
8305,420,Western Line,rail,2017-06-05 16:27:00,19.0074692,72.8359424,2017-06-05 16:29:00,19.0172909,72.8434865,120.0,rail,35.9872952541
13053,640,Central Line,rail,2017-06-05 16:27:00,19.0091607,72.8376084,2017-06-05 16:30:00,19.0172909,72.8434865,180.0,rail,34.3546197251
16554,752,Central Line,rail,2017-06-05 16:27:00,19.0856491,72.9082207,2017-06-05 16:32:00,19.1123968,72.9282728,300.0,rail,35.3141150056
4134,196,Harbour Line,rail,2017-06-05 16:27:00,19.0995322,72.8439636,2017-06-05 16:31:00,19.1198548,72.8464601,240.0,rail,6.62092488241
5624,295,Western Line,rail,2017-06-05 16:27:00,19.1645727,72.8492586,2017-06-05 16:31:00,19.1848167,72.8483955,240.0,rail,357.693971414
8229,416,Western Line,rail,2017-06-05 16:28:00,19.1198548,72.8464601,2017-06-05 16:31:00,19.1364893,72.8488709,180.0,rail,7.79679353481
1076,61,Harbour Line,rail,2017-06-05 16:28:00,18.9398208,72.8354676,2017-06-05 16:31:00,18.9519928,72.8382706,180.0,rail,12.2875241639
10710,552,Central Line,rail,2017-06-05 16:28:00,18.9519928,72.8382706,2017-06-05 16:30:00,18.960941,72.839386,120.0,rail,6.72358943274
1074,60,Harbour Line,rail,2017-06-05 16:28:00,19.0216421,73.0183983,2017-06-05 16:31:00,19.0189654,73.0392056,180.0,rail,97.7487284396
2806,132,Harbour Line,rail,2017-06-05 16:28:00,19.0630606,72.9989048,2017-06-05 16:30:00,19.0661156,73.0093491,120.0,rail,72.8038200951
13891,668,Central Line,rail,2017-06-05 16:28:00,19.1953173,72.9967104,2017-06-05 16:38:00,19.1885066,73.0417098,600.0,rail,99.1046660338
4712,242,Harbour Line,rail,2017-06-05 16:28:00,19.0308365,72.8403917,2017-06-05 16:32:00,19.0547926,72.8406549,240.0,rail,0.595024664641
289,18,Harbour Line,rail,2017-06-05 16:28:00,18.9988746,72.8545373,2017-06-05 16:31:00,19.0161446,72.8589689,180.0,rail,13.6373483951
4140,197,Harbour Line,rail,2017-06-05 16:28:00,18.977184,72.844214,2017-06-05 16:30:00,18.9864926,72.8432859,120.0,rail,354.613972268
10674,550,Central Line,rail,2017-06-05 16:28:00,19.1123968,72.9282728,2017-06-05 16:31:00,19.1282039,72.928065,180.0,rail,359.288379163
2851,134,Harbour Line,rail,2017-06-05 16:28:00,19.0655986,72.8791535,2017-06-05 16:31:00,19.0658187,72.8899927,180.0,rail,88.7692201184
2828,133,Harbour Line,rail,2017-06-05 16:28:00,19.0634447,72.9011277,2017-06-05 16:31:00,19.055124,72.9154653,180.0,rail,121.549922508
8287,419,Western Line,rail,2017-06-05 16:28:00,19.0308365,72.8403917,2017-06-05 16:32:00,19.0547926,72.8406549,240.0,rail,0.595024664641
8190,414,Western Line,rail,2017-06-05 16:28:00,19.1848167,72.8483955,2017-06-05 16:31:00,19.2045159,72.8520095,180.0,rail,9.82949442133
8323,421,Western Line,rail,2017-06-05 16:28:00,18.9707714,72.8194532,2017-06-05 16:31:00,18.9818838,72.823803,180.0,rail,20.3126975213
16377,745,Central Line,rail,2017-06-05 16:29:00,19.2678179,73.1717161,2017-06-05 16:36:00,19.29593,73.203764,420.0,rail,47.0980780639
13015,638,Central Line,rail,2017-06-05 16:29:00,19.227942,73.14926,2017-06-05 16:32:00,19.2179294,73.163033,180.0,rail,127.592640112
8268,418,Western Line,rail,2017-06-05 16:29:00,19.0698428,72.8402856,2017-06-05 16:31:00,19.0825552,72.8417627,120.0,rail,6.2667027607
15632,722,Central Line,rail,2017-06-05 16:29:00,18.9766017,72.8326658,2017-06-05 16:31:00,18.9868574,72.8327964,120.0,rail,0.689917617901
10694,551,Central Line,rail,2017-06-05 16:29:00,19.0465879,72.8632167,2017-06-05 16:33:00,19.0655986,72.8791535,240.0,rail,38.3921476834
